,F_FUND_CODE,F_SETUP_DATE,F_STYLE_CODE,F_STYLE_NAME
9562,4130,2017/3/1,B03,混合->保守配置型
9563,5056,2017/8/25,D,货币基金
9564,5057,2017/8/25,D,货币基金
9565,5058,2017/8/25,D,货币基金
9566,4186,2017/8/3,D,货币基金
9567,5220,2017/11/6,F,其他
9568,519740,2017/8/14,C01,债券->纯债型
9569,5056,2017/8/25,D,货币基金
9570,4558,2017/7/27,B01,混合->灵活配置型
9571,4869,2017/7/26,D,货币基金
9572,3351,2016/10/25,B01,混合->灵活配置型
9573,3159,2016/8/15,C01,债券->纯债型
9574,519208,2016/9/18,C01,债券->纯债型
9575,1488,2015/6/19,B01,混合->灵活配置型
9576,202027,2012/9/25,B01,混合->灵活配置型
9577,460008,2012/12/4,C01,债券->纯债型
9578,4772,2017/8/22,B03,混合->保守配置型
9579,202306,2012/10/19,C04,债券->理财债基
9580,3469,2016/11/10,C01,债券->纯债型
9581,4773,2017/8/22,B03,混合->保守配置型
9582,202305,2012/10/19,C04,债券->理财债基
9583,379,2013/12/3,D,货币基金
9584,1672,2015/9/1,A0101,积极股票型
9585,3813,2017/1/22,B03,混合->保守配置型
9586,5076,2017/9/27,B01,混合->灵活配置型
9588,160420,2015/7/6,A0201,纯指数型
9589,150123,2013/3/28,A0201,纯指数型
9590,150124,2013/3/28,A0201,纯指数型
9591,639,2014/5/21,B03,混合->保守配置型
9592,519512,2014/5/15,D,货币基金
9593,2331,2016/3/23,B03,混合->保守配置型
9594,519513,2014/5/15,D,货币基金
9595,519511,2013/1/15,D,货币基金
9596,150133,2013/4/25,C01,债券->纯债型
9597,1506,2015/8/20,B01,混合->灵活配置型
9598,4772,2017/8/22,B03,混合->保守配置型
9599,3329,2016/9/18,C01,债券->纯债型
9600,519749,2015/1/30,C01,债券->纯债型
9601,4711,2017/5/19,C01,债券->纯债型
9602,5106,2017/9/28,A0102,稳健股票型
9603,3330,2016/9/18,C01,债券->纯债型
9604,3327,2016/9/18,C01,债券->纯债型
9605,3328,2016/9/18,C01,债券->纯债型
9606,4488,2017/6/29,A0201,纯指数型
9607,4877,2017/8/16,E,QDII
9608,511220,2014/11/13,C01,债券->纯债型
9609,519749,2015/1/30,C01,债券->纯债型
9610,150200,2014/11/13,A0201,纯指数型
9611,510160,2010/8/27,A0201,纯指数型
9612,5285,2017/11/15,C01,债券->纯债型
9613,5186,2017/11/29,B01,混合->灵活配置型
9614,5318,2018/2/2,B01,混合->灵活配置型
9615,202021,2010/8/27,A0201,纯指数型
9616,202105,2010/11/3,C03,债券->二级债基
9617,121008,2008/1/10,B02,混合->积极配置型
9618,5317,2018/2/2,B01,混合->灵活配置型
9619,1747,2018/1/29,B01,混合->灵活配置型
9620,4724,2017/11/17,B01,混合->灵活配置型
9621,5219,2017/11/3,F,其他
9622,5336,2017/11/17,C01,债券->纯债型
9623,160643,2017/6/13,A0201,纯指数型
9624,4965,2017/8/30,B03,混合->保守配置型
9625,159951,2017/6/7,A0201,纯指数型
9626,519022,2015/11/17,B01,混合->灵活配置型
9627,3313,2016/9/22,C01,债券->纯债型
9628,2846,2016/12/1,B01,混合->灵活配置型
9629,100016,2002/8/16,B01,混合->灵活配置型
9630,100029,2008/5/28,B01,混合->灵活配置型
9631,164210,2016/9/20,C01,债券->纯债型
9632,4966,2017/8/30,B03,混合->保守配置型
9633,2483,2016/5/11,C01,债券->纯债型
9634,4738,2018/2/8,B03,混合->保守配置型
9635,2378,2016/2/4,A0102,稳健股票型
9636,1601,2015/7/15,B01,混合->灵活配置型
9637,1602,2015/7/15,B01,混合->灵活配置型
9638,694,2014/6/26,C01,债券->纯债型
9639,377150,2012/2/1,B02,混合->积极配置型
9640,1766,2015/10/21,A0101,积极股票型
9641,1526,2015/6/26,D,货币基金
9642,1527,2015/6/26,D,货币基金
9643,2632,2016/4/21,C03,债券->二级债基
9644,2633,2016/4/21,C03,债券->二级债基
9645,578,2014/4/17,C03,债券->二级债基
9646,579,2014/4/17,C03,债券->二级债基
9647,655,2014/6/12,C01,债券->纯债型
9648,519649,2017/3/10,B01,混合->灵活配置型
9649,202107,2010/11/3,C03,债券->二级债基
9650,160121,2010/12/9,E,QDII
9651,160123,2011/5/17,C01,债券->纯债型
9652,160124,2011/5/17,C01,债券->纯债型
9653,160127,2012/3/13,A0101,积极股票型
9654,3869,2017/8/18,C01,债券->纯债型
9656,150049,2012/3/13,A0101,积极股票型
9657,533,2014/2/27,D,货币基金
9658,4945,2017/8/30,A0202,增强指数型
9659,1508,2015/8/4,B01,混合->灵活配置型
9660,1510,2015/8/4,B01,混合->灵活配置型
9661,159911,2011/9/2,A0201,纯指数型
9662,1716,2015/12/15,B01,混合->灵活配置型
9663,1718,2016/3/1,A0101,积极股票型
9664,206010,2011/9/2,A0201,纯指数型
9665,5235,2017/11/9,A0101,积极股票型
9666,5269,2017/12/20,B01,混合->灵活配置型
9667,5236,2017/11/9,A0101,积极股票型
9668,200013,2011/4/12,C03,债券->二级债基
9669,200113,2011/4/12,C03,债券->二级债基
9670,5237,2017/11/9,A0101,积极股票型
9671,519947,2015/11/16,C03,债券->二级债基
9672,1467,2015/6/15,B01,混合->灵活配置型
9673,5068,2017/8/16,C01,债券->纯债型
9674,519953,2015/9/30,C01,债券->纯债型
9675,3126,2016/12/23,C01,债券->纯债型
9676,519943,2016/7/21,C01,债券->纯债型
9677,501106,2017/11/15,C01,债券->纯债型
9678,5051,2017/12/4,A0201,纯指数型
9679,5052,2017/12/4,A0201,纯指数型
9680,161014,2017/12/11,C02,债券->一级债基
9681,511930,2015/11/30,D,货币基金
9682,519953,2015/9/30,C01,债券->纯债型
9683,166001,2007/1/29,B02,混合->积极配置型
9684,519518,2006/3/23,D,货币基金
9685,519517,2007/5/22,D,货币基金
9686,642,2014/6/5,D,货币基金
9687,650,2014/6/5,D,货币基金
9688,519518,2006/3/23,D,货币基金
9689,161835,2017/5/12,B03,混合->保守配置型
9690,159952,2017/4/25,A0201,纯指数型
9691,165525,2015/8/6,A0201,纯指数型
9692,807,2014/10/22,C04,债券->理财债基
9693,165531,2017/6/16,B01,混合->灵活配置型
9694,134,2017/5/25,C04,债券->理财债基
9695,135,2017/5/25,C04,债券->理财债基
9696,5238,2017/11/9,A0101,积极股票型
9697,5239,2017/11/9,A0101,积极股票型
9698,5240,2017/11/9,A0101,积极股票型
9699,340005,2006/4/27,D,货币基金
9700,5014,2017/12/13,B03,混合->保守配置型
9701,550015,2017/8/31,B01,混合->灵活配置型
9702,550016,2017/8/31,B01,混合->灵活配置型
9703,467,2016/4/7,C03,债券->二级债基
9704,479,2016/4/7,C03,债券->二级债基
9705,4792,2018/2/7,C03,债券->二级债基
9706,4793,2018/2/7,C03,债券->二级债基
9707,5323,2018/1/24,B01,混合->灵活配置型
9708,5437,2018/1/24,B01,混合->灵活配置型
9709,519937,2016/6/2,C03,债券->二级债基
9710,2858,2016/8/15,C01,债券->纯债型
9711,2859,2016/8/15,C01,债券->纯债型
9712,5072,2017/11/27,C01,债券->纯债型
9713,814,2014/10/15,C01,债券->纯债型
9714,815,2014/10/15,C01,债券->纯债型
9715,896,2014/12/2,C03,债券->二级债基
9716,3059,2016/9/7,B03,混合->保守配置型
9717,4888,2017/8/30,B03,混合->保守配置型
9718,4889,2017/8/30,B03,混合->保守配置型
9719,897,2014/12/2,C03,债券->二级债基
9720,3173,2016/9/9,C01,债券->纯债型
9721,1757,2016/11/23,B01,混合->灵活配置型
9722,186,2013/11/13,C01,债券->纯债型
9723,150306,2015/6/26,A0201,纯指数型
9724,5482,2018/1/26,B01,混合->灵活配置型
9725,1798,2015/9/23,B01,混合->灵活配置型
9726,3004,2016/8/30,B03,混合->保守配置型
9728,5483,2018/1/26,B01,混合->灵活配置型
9729,5507,2018/1/29,C01,债券->纯债型
9730,161032,2015/6/19,A0201,纯指数型
9731,583,2014/5/29,C01,债券->纯债型
9732,5508,2018/1/29,C01,债券->纯债型
9733,1748,2018/1/29,B01,混合->灵活配置型
9734,5396,2018/1/29,B02,混合->积极配置型
9735,1799,2015/9/23,B01,混合->灵活配置型
9736,5463,2018/1/29,B03,混合->保守配置型
9737,290001,2004/2/10,D,货币基金
9738,4959,2018/1/29,B02,混合->积极配置型
9739,1604,2016/2/3,B01,混合->灵活配置型
9740,470088,2011/12/20,C03,债券->二级债基
9741,2666,2016/6/24,B01,混合->灵活配置型
9742,516,2017/8/30,C01,债券->纯债型
9743,5252,2018/1/19,B03,混合->保守配置型
9744,517,2017/8/30,C01,债券->纯债型
9745,4708,2017/9/15,C03,债券->二级债基
9746,4564,2018/1/25,C03,债券->二级债基
9747,2632,2016/4/21,C03,债券->二级债基
9748,2308,2016/3/9,B04,混合->保本型
9749,90005,2005/6/3,D,货币基金
9750,91005,2005/6/3,D,货币基金
9751,90005,2005/6/3,D,货币基金
9752,578,2014/4/17,C03,债券->二级债基
9753,896,2014/12/2,C03,债券->二级债基
9754,1524,2016/3/29,B01,混合->灵活配置型
9755,5617,2018/1/30,C01,债券->纯债型
9756,4767,2018/2/1,C01,债券->纯债型
9757,1798,2015/9/23,B01,混合->灵活配置型
9758,1441,2018/1/30,B01,混合->灵活配置型
9759,1442,2018/1/30,B01,混合->灵活配置型
9760,4038,2017/3/20,C01,债券->纯债型
9761,1747,2018/1/29,B01,混合->灵活配置型
9762,620003,2009/3/23,C03,债券->二级债基
9763,5123,2017/12/6,B01,混合->灵活配置型
9764,3887,2016/12/19,B01,混合->灵活配置型
9765,620009,2013/2/5,C01,债券->纯债型
9766,160810,2014/6/27,C01,债券->纯债型
9767,752,2014/9/15,C01,债券->纯债型
9768,4885,2017/8/2,C03,债券->二级债基
9769,220,2013/8/7,B02,混合->积极配置型
9770,775,2015/1/20,C03,债券->二级债基
9771,776,2015/1/20,C03,债券->二级债基
9772,774,2015/1/20,C03,债券->二级债基
9773,5242,2018/1/25,B02,混合->积极配置型
9774,5241,2018/1/25,B02,混合->积极配置型
9775,160809,2017/9/13,A0201,纯指数型
9776,202305,2012/10/19,C04,债券->理财债基
9777,202021,2010/8/27,A0201,纯指数型
9778,4900,2017/12/6,B03,混合->保守配置型
9779,5006,2017/9/1,B02,混合->积极配置型
9780,4901,2017/12/6,B03,混合->保守配置型
9781,5291,2017/12/13,B03,混合->保守配置型
9784,202105,2010/11/3,C03,债券->二级债基
9787,160123,2011/5/17,C01,债券->纯债型
9788,2898,2016/12/1,C04,债券->理财债基
9789,160128,2012/5/17,C01,债券->纯债型
9790,150050,2012/3/13,A0101,积极股票型
9791,501035,2017/7/7,B01,混合->灵活配置型
9792,161626,2016/12/12,C02,债券->一级债基
9793,1443,2015/12/2,B01,混合->灵活配置型
9794,1444,2015/12/2,B01,混合->灵活配置型
9795,2944,2017/1/23,B01,混合->灵活配置型
9796,160129,2012/5/17,C01,债券->纯债型
9797,90006,2006/9/13,B05,混合->特定策略型
9798,1756,2016/11/18,B01,混合->灵活配置型
9799,4393,2017/3/29,B01,混合->灵活配置型
9800,213008,2008/4/15,B02,混合->积极配置型
9801,160128,2012/5/17,C01,债券->纯债型
9802,2153,2016/10/31,B01,混合->灵活配置型
9803,159001,2013/3/29,D,货币基金
9804,5343,2017/11/29,B01,混合->灵活配置型
9806,3557,2016/12/21,C03,债券->二级债基
9807,519886,2013/3/28,D,货币基金
9808,1556,2015/6/30,A0101,积极股票型
9809,4565,2017/11/6,B01,混合->灵活配置型
9810,163210,2013/3/27,C01,债券->纯债型
9811,3555,2016/11/23,B01,混合->灵活配置型
9812,3556,2016/11/23,B01,混合->灵活配置型
9814,2154,2016/10/31,B01,混合->灵活配置型
9816,501032,2017/1/25,B01,混合->灵活配置型
9817,501007,2016/12/22,A0201,纯指数型
9818,3064,2016/8/3,B03,混合->保守配置型
9819,1273,2015/5/18,B01,混合->灵活配置型
9820,2751,2016/9/22,C01,债券->纯债型
9821,4434,2017/4/14,B02,混合->积极配置型
9822,501030,2016/12/29,A0201,纯指数型
9823,3555,2016/11/23,B01,混合->灵活配置型
9824,4034,2017/3/24,C03,债券->二级债基
9825,3936,2017/1/25,C01,债券->纯债型
9826,5043,2017/11/1,B02,混合->积极配置型
9827,160323,2016/12/26,B03,混合->保守配置型
9828,159937,2014/8/13,J01,商品ETF
9829,150252,2015/5/20,A0201,纯指数型
9830,161225,2015/5/19,B01,混合->灵活配置型
9831,2775,2016/5/20,C01,债券->纯债型
9832,3700,2017/7/24,C01,债券->纯债型
9833,3701,2017/7/24,C01,债券->纯债型
9834,2761,2016/6/16,C01,债券->纯债型
9835,519993,2006/11/9,B02,混合->积极配置型
9836,4667,2017/6/19,C04,债券->理财债基
9837,740601,2013/1/25,D,货币基金
9838,519944,2015/11/23,C01,债券->纯债型
9839,2762,2016/6/16,C01,债券->纯债型
9840,4678,2018/2/2,C03,债券->二级债基
9841,4235,2017/1/19,B02,混合->积极配置型
9842,4241,2017/1/19,A0101,积极股票型
9843,166003,2009/4/24,C01,债券->纯债型
9844,166005,2009/7/24,B02,混合->积极配置型
9845,178,2013/11/8,B01,混合->灵活配置型
9846,3148,2016/8/22,B01,混合->灵活配置型
9847,166009,2011/2/10,B02,混合->积极配置型
9848,1787,2015/12/24,D,货币基金
9849,2009,2015/11/17,B01,混合->灵活配置型
9850,4234,2017/1/19,B01,混合->灵活配置型
9851,4290,2017/8/3,C03,债券->二级债基
9852,5193,2018/1/25,C03,债券->二级债基
9853,5403,2018/1/29,B01,混合->灵活配置型
9854,4290,2017/8/3,C03,债券->二级债基
9855,4291,2017/8/3,C03,债券->二级债基
9856,4750,2018/1/16,B01,混合->灵活配置型
9857,4751,2018/1/16,B01,混合->灵活配置型
9858,3107,2017/1/11,C03,债券->二级债基
9859,2153,2016/10/31,B01,混合->灵活配置型
9860,3108,2017/1/11,C03,债券->二级债基
9861,773,2014/9/23,D,货币基金
9862,184688,1998/3/27,A0102,稳健股票型
9863,542,2014/2/27,D,货币基金
9864,184698,1999/8/25,A0102,稳健股票型
9865,184710,1992/12/29,A0101,积极股票型
9866,5388,2017/12/29,C01,债券->纯债型
9867,163003,2016/6/24,C03,债券->二级债基
