,F_FUND_CODE,F_SETUP_DATE,F_STYLE_CODE,F_STYLE_NAME
5606,3923,2017/2/13,B01,混合->灵活配置型
5607,519052,2013/12/4,C02,债券->一级债基
5608,1652,2015/12/9,C01,债券->纯债型
5609,630112,2012/12/11,D,货币基金
5610,370025,2013/2/4,C02,债券->一级债基
5611,370026,2013/2/4,C02,债券->一级债基
5612,202308,2013/1/22,D,货币基金
5613,1653,2015/12/9,C01,债券->纯债型
5614,1088,2015/5/8,B02,混合->积极配置型
5615,240016,2010/4/23,A0201,纯指数型
5616,162412,2015/5/21,A0201,纯指数型
5617,110052,2013/1/15,C04,债券->理财债基
5618,110053,2013/1/15,C04,债券->理财债基
5619,150261,2015/5/21,A0201,纯指数型
5620,342,2013/11/26,E,QDII
5621,227,2013/11/14,C01,债券->纯债型
5622,368,2013/11/6,A0201,纯指数型
5623,2231,2015/12/10,B01,混合->灵活配置型
5624,159958,2017/12/25,A0201,纯指数型
5625,201,2013/11/5,C01,债券->纯债型
5626,519051,2013/10/24,C02,债券->一级债基
5627,164211,2013/9/17,C01,债券->纯债型
5628,286,2013/9/18,C01,债券->纯债型
5629,290,2013/10/22,E,QDII
5630,401,2013/12/3,C02,债券->一级债基
5631,5140,2017/12/27,B03,混合->保守配置型
5632,161211,2013/11/5,A0201,纯指数型
5633,519053,2013/12/4,C02,债券->一级债基
5634,343,2013/10/25,D,货币基金
5635,4210,2017/1/13,D,货币基金
5636,4308,2017/2/24,B01,混合->灵活配置型
5637,4309,2017/2/24,B01,混合->灵活配置型
5638,150262,2015/5/21,A0201,纯指数型
5639,1324,2015/6/1,B01,混合->灵活配置型
5640,3876,2016/12/9,A0202,增强指数型
5641,4316,2017/3/23,B01,混合->灵活配置型
5642,404,2013/11/28,B01,混合->灵活配置型
5643,1118,2015/4/8,B02,混合->积极配置型
5644,400,2013/12/3,C02,债券->一级债基
5645,418,2013/12/13,A0101,积极股票型
5646,519858,2013/12/2,D,货币基金
5647,519859,2013/12/2,D,货币基金
5648,133,2013/12/19,C04,债券->理财债基
5649,132,2013/12/19,C04,债券->理财债基
5650,399,2013/12/18,C03,债券->二级债基
5651,1835,2018/1/19,B01,混合->灵活配置型
5652,366,2013/12/10,D,货币基金
5653,471007,2013/5/29,C04,债券->理财债基
5654,472007,2013/5/29,C04,债券->理财债基
5655,117,2013/5/28,B02,混合->积极配置型
5656,519002,2013/5/23,B02,混合->积极配置型
5657,4812,2018/1/19,A0101,积极股票型
5658,37,2013/6/20,C04,债券->理财债基
5659,38,2013/6/20,C04,债券->理财债基
5660,2538,2016/8/11,B01,混合->灵活配置型
5661,2539,2016/8/11,B01,混合->灵活配置型
5662,173,2013/6/25,B02,混合->积极配置型
5663,167502,2013/7/24,C02,债券->一级债基
5664,2514,2016/8/24,B01,混合->灵活配置型
5665,2515,2016/8/24,B01,混合->灵活配置型
5666,5370,2018/1/4,B01,混合->灵活配置型
5667,244,2013/7/19,C01,债券->纯债型
5668,245,2013/7/19,C01,债券->纯债型
5669,5233,2017/12/14,B02,混合->积极配置型
5670,5262,2017/12/14,B01,混合->灵活配置型
5671,650001,2013/4/24,C01,债券->纯债型
5672,104,2013/8/20,C01,债券->纯债型
5673,187,2013/9/2,C01,债券->纯债型
5674,188,2013/9/2,C01,债券->纯债型
5675,221,2013/9/6,C01,债券->纯债型
5676,222,2013/9/6,C01,债券->纯债型
5677,279,2013/9/17,B01,混合->灵活配置型
5678,519158,2013/9/11,B02,混合->积极配置型
5679,267,2013/8/21,C01,债券->纯债型
5680,268,2013/8/21,C01,债券->纯债型
5681,235,2013/8/21,C01,债券->纯债型
5682,2932,2016/7/27,C03,债券->二级债基
5683,150137,2013/7/24,C02,债券->一级债基
5684,511210,2013/7/11,C01,债券->纯债型
5685,1507,2015/11/19,B01,混合->灵活配置型
5686,163824,2013/8/8,C01,债券->纯债型
5687,5078,2018/2/8,C03,债券->二级债基
5688,150101,2012/9/27,A0201,纯指数型
5689,150100,2012/9/27,A0201,纯指数型
5690,510330,2012/12/25,A0201,纯指数型
5691,3746,2016/11/28,C01,债券->纯债型
5692,4738,2018/2/8,B03,混合->保守配置型
5693,160516,2015/5/19,A0201,纯指数型
5694,150225,2015/5/19,A0201,纯指数型
5695,4739,2018/2/8,B03,混合->保守配置型
5696,66,2013/5/3,B04,混合->保本型
5697,142,2013/5/30,B04,混合->保本型
5698,109,2013/5/21,C03,债券->二级债基
5699,107,2013/5/21,C03,债券->二级债基
5700,105,2013/5/14,C01,债券->纯债型
5701,106,2013/5/14,C01,债券->纯债型
5702,160212,2013/2/19,B02,混合->积极配置型
5703,163110,2011/6/16,A0101,积极股票型
5704,519509,2011/3/9,D,货币基金
5705,17,2013/3/27,B02,混合->积极配置型
5706,150041,2011/5/23,C02,债券->一级债基
5707,32,2013/4/24,C01,债券->纯债型
5708,4317,2017/3/23,B01,混合->灵活配置型
5709,33,2013/4/24,C01,债券->纯债型
5710,4297,2017/2/23,B01,混合->灵活配置型
5711,4298,2017/2/23,B01,混合->灵活配置型
5712,511950,2016/11/22,D,货币基金
5713,161607,2005/5/12,A0202,增强指数型
5714,162715,2013/5/8,C01,债券->纯债型
5715,3384,2017/1/11,C01,债券->纯债型
5716,3293,2017/1/3,B01,混合->灵活配置型
5717,4242,2017/1/20,C01,债券->纯债型
5718,3195,2017/2/17,C01,债券->纯债型
5719,385,2013/11/13,C03,债券->二级债基
5720,519808,2013/12/11,D,货币基金
5721,806,2014/10/22,C04,债券->理财债基
5722,165513,2011/12/20,E,QDII
5723,165517,2015/4/14,C02,债券->一级债基
5724,200006,2006/4/6,B02,混合->积极配置型
5725,165516,2012/5/7,B02,混合->积极配置型
5726,165518,2012/4/13,C02,债券->一级债基
5727,210010,2012/11/29,B01,混合->灵活配置型
5728,4410,2017/2/23,A0201,纯指数型
5729,2069,2017/3/3,B01,混合->灵活配置型
5730,4900,2017/12/6,B03,混合->保守配置型
5731,4997,2017/9/1,A0101,积极股票型
5732,1054,2015/3/19,A0101,积极股票型
5733,3686,2016/12/9,B01,混合->灵活配置型
5734,3687,2016/12/9,B01,混合->灵活配置型
5735,3522,2016/11/18,C01,债券->纯债型
5736,3523,2016/11/18,C01,债券->纯债型
5737,3689,2016/11/25,B01,混合->灵活配置型
5738,3690,2016/11/25,B01,混合->灵活配置型
5739,3734,2016/11/11,B01,混合->灵活配置型
5740,3735,2016/11/11,B01,混合->灵活配置型
5741,3376,2016/9/26,C01,债券->纯债型
5742,3377,2016/9/26,C01,债券->纯债型
5743,3970,2016/12/29,B01,混合->灵活配置型
5744,3971,2016/12/29,B01,混合->灵活配置型
5745,3842,2016/12/29,B01,混合->灵活配置型
5746,3843,2016/12/29,B01,混合->灵活配置型
5747,3986,2017/1/10,A0202,增强指数型
5748,497,2016/1/18,C01,债券->纯债型
5749,3542,2017/4/14,C01,债券->纯债型
5750,4280,2017/2/10,B03,混合->保守配置型
5751,4279,2017/2/10,B03,混合->保守配置型
5752,4233,2017/1/12,B02,混合->积极配置型
5753,4258,2017/2/10,B03,混合->保守配置型
5754,4259,2017/2/10,B03,混合->保守配置型
5755,163211,2013/3/27,C01,债券->纯债型
5756,161505,2012/4/25,C02,债券->一级债基
5757,519529,2013/3/13,D,货币基金
5758,519528,2013/3/13,D,货币基金
5759,310339,2013/1/21,D,货币基金
5760,519801,2013/2/4,D,货币基金
5761,519800,2013/2/4,D,货币基金
5762,519660,2013/7/17,C03,债券->二级债基
5763,7,2013/3/8,C03,债券->二级债基
5764,5,2013/3/8,C01,债券->纯债型
5765,10,2013/3/4,D,货币基金
5766,9,2013/3/4,D,货币基金
5767,164812,2016/3/7,C01,债券->纯债型
5768,1991,2015/12/21,D,货币基金
5769,1707,2017/6/8,A0101,积极股票型
5770,4951,2017/9/21,B02,混合->积极配置型
5771,202009,2008/3/21,B02,混合->积极配置型
5772,1809,2016/8/3,B01,混合->灵活配置型
5773,1688,2015/11/27,B01,混合->灵活配置型
5774,2178,2015/12/4,B01,混合->灵活配置型
5775,161622,2013/3/14,D,货币基金
5776,202307,2013/1/22,D,货币基金
5777,452,2014/1/23,B01,混合->灵活配置型
5778,4972,2017/9/6,D,货币基金
5779,675041,2016/8/25,C01,债券->纯债型
5780,3721,2016/12/13,E,QDII
5781,3720,2016/12/13,E,QDII
5782,3816,2016/11/23,D,货币基金
5783,664,2014/6/13,B01,混合->灵活配置型
5784,3835,2016/12/2,B01,混合->灵活配置型
5785,3837,2016/11/28,C01,债券->纯债型
5786,3838,2016/11/28,C01,债券->纯债型
5787,2485,2016/3/2,B01,混合->灵活配置型
5788,3718,2016/12/2,E,QDII
5789,253010,2005/7/13,B03,混合->保守配置型
5790,3719,2016/11/28,E,QDII
5791,3663,2016/11/30,B01,混合->灵活配置型
5792,809,2014/9/25,C04,债券->理财债基
5793,808,2014/9/25,C04,债券->理财债基
5794,4423,2017/5/24,B01,混合->灵活配置型
5795,4895,2017/9/6,B01,混合->灵活配置型
5796,700,2014/8/6,D,货币基金
5797,675,2014/8/29,C03,债券->二级债基
5798,676,2014/8/29,C03,债券->二级债基
5799,400025,2014/9/3,B01,混合->灵活配置型
5800,723,2014/9/1,C03,债券->二级债基
5801,751,2014/9/17,A0101,积极股票型
5802,791,2014/9/5,C04,债券->理财债基
5803,437,2014/8/29,C01,债券->纯债型
5804,438,2014/8/29,C01,债券->纯债型
5805,13,2013/3/4,D,货币基金
5806,270048,2012/12/12,C01,债券->纯债型
5807,270049,2012/12/12,C01,债券->纯债型
5808,750005,2012/12/18,B01,混合->灵活配置型
5809,2532,2016/3/25,C01,债券->纯债型
5810,1883,2015/10/8,B02,混合->积极配置型
5811,3196,2017/2/17,C01,债券->纯债型
5812,4144,2017/1/18,B03,混合->保守配置型
5813,4145,2017/1/18,B03,混合->保守配置型
5814,4236,2017/1/19,B02,混合->积极配置型
5815,519153,2012/12/21,C01,债券->纯债型
5816,519152,2012/12/21,C01,债券->纯债型
5817,519226,2017/2/16,C01,债券->纯债型
5818,2070,2017/3/3,B01,混合->灵活配置型
5819,720003,2012/12/20,C03,债券->二级债基
5820,380003,2012/10/26,C04,债券->理财债基
5821,380004,2012/10/26,C04,债券->理财债基
5822,420009,2012/11/28,B03,混合->保守配置型
5823,100066,2012/11/22,C01,债券->纯债型
5824,100068,2012/11/22,C01,债券->纯债型
5825,3537,2017/4/17,D,货币基金
5826,100072,2013/1/29,C01,债券->纯债型
5827,100073,2013/1/29,C01,债券->纯债型
5828,3787,2016/12/19,C01,债券->纯债型
5829,3788,2016/12/19,C01,债券->纯债型
5830,519195,2015/8/6,B01,混合->灵活配置型
5831,3147,2016/9/20,B01,混合->灵活配置型
5832,3360,2017/3/30,C03,债券->二级债基
5833,200017,2013/1/23,C01,债券->纯债型
5834,3361,2017/3/30,C03,债券->二级债基
5835,4117,2017/2/16,C01,债券->纯债型
5836,3234,2016/9/2,B01,混合->灵活配置型
5837,4335,2017/2/27,B01,混合->灵活配置型
5838,217025,2012/12/7,C04,债券->理财债基
5839,4053,2017/1/20,C01,债券->纯债型
5840,3235,2016/9/2,B01,混合->灵活配置型
5841,350008,2011/8/4,B02,混合->积极配置型
5842,3422,2016/12/27,D,货币基金
5843,161719,2014/7/31,C02,债券->一级债基
5844,698,2014/8/13,B01,混合->灵活配置型
5845,3538,2017/4/17,D,货币基金
5846,2203,2017/5/26,B03,混合->保守配置型
5847,5631,2018/2/8,C01,债券->纯债型
5848,3563,2016/12/6,E,QDII
5849,4374,2017/3/24,B02,混合->积极配置型
5850,4375,2017/3/24,B02,混合->积极配置型
5851,4287,2017/3/29,B03,混合->保守配置型
5852,4190,2017/2/10,A0202,增强指数型
5853,4191,2017/2/10,A0202,增强指数型
5854,1774,2015/7/31,B01,混合->灵活配置型
5855,3261,2016/10/12,A0202,增强指数型
5856,3262,2016/10/12,A0202,增强指数型
5857,150226,2015/5/19,A0201,纯指数型
5858,376510,2010/12/20,A0101,积极股票型
5859,233008,2010/12/3,B01,混合->灵活配置型
5860,2472,2017/9/20,B01,混合->灵活配置型
5861,3516,2017/7/3,B01,混合->灵活配置型
5862,5183,2017/9/29,A0201,纯指数型
5863,5062,2017/9/26,A0202,增强指数型
5864,3214,2016/8/24,C01,债券->纯债型
5865,121012,2010/9/8,C03,债券->二级债基
5866,1029,2015/2/4,B01,混合->灵活配置型
5867,1169,2015/4/22,B01,混合->灵活配置型
5868,3423,2016/12/27,D,货币基金
5869,3645,2017/1/4,C01,债券->纯债型
5870,1256,2015/5/21,B02,混合->积极配置型
5871,519622,2016/12/27,C01,债券->纯债型
5872,1070,2015/3/24,A0101,积极股票型
5873,1517,2015/6/23,B01,混合->灵活配置型
5874,1465,2015/6/24,B01,混合->灵活配置型
5875,1464,2015/6/11,B01,混合->灵活配置型
5876,1283,2015/6/19,B01,混合->灵活配置型
5877,1284,2015/6/19,B01,混合->灵活配置型
5878,217026,2012/12/7,C04,债券->理财债基
5879,519888,2012/12/21,D,货币基金
5880,519889,2012/12/21,D,货币基金
5881,288001,2004/3/15,B02,混合->积极配置型
5882,1078,2013/1/22,D,货币基金
5883,1077,2013/1/22,D,货币基金
5884,270046,2013/1/14,C04,债券->理财债基
5885,270047,2013/1/14,C04,债券->理财债基
5886,290014,2013/2/7,B02,混合->积极配置型
5887,310518,2011/12/9,C03,债券->二级债基
5888,2837,2016/11/2,B01,混合->灵活配置型
5889,100058,2011/12/5,C01,债券->纯债型
5890,40026,2011/12/8,C01,债券->纯债型
5891,4505,2017/6/5,B02,混合->积极配置型
5892,4194,2017/3/3,A0202,增强指数型
5893,4195,2017/3/3,A0202,增强指数型
5894,4434,2017/4/14,B02,混合->积极配置型
5895,320018,2012/3/5,B01,混合->灵活配置型
5896,720001,2011/12/1,B01,混合->灵活配置型
5897,90017,2011/11/30,C03,债券->二级债基
5898,4435,2017/4/14,B02,混合->积极配置型
5899,3984,2017/3/16,A0101,积极股票型
5900,470068,2011/9/28,A0201,纯指数型
5901,3985,2017/3/16,A0101,积极股票型
5902,3831,2017/3/1,B01,混合->灵活配置型
5903,3670,2017/2/27,B01,混合->灵活配置型
5904,4079,2017/1/18,C01,债券->纯债型
5905,4080,2017/1/18,C01,债券->纯债型
5906,3857,2017/1/25,B01,混合->灵活配置型
5907,3858,2017/1/25,B01,混合->灵活配置型
5908,1229,2015/4/27,B01,混合->灵活配置型
5909,3583,2017/1/6,C01,债券->纯债型
5910,2106,2015/11/16,B01,混合->灵活配置型
5911,4279,2017/2/10,B03,混合->保守配置型
5912,4258,2017/2/10,B03,混合->保守配置型
5913,3584,2017/1/6,C01,债券->纯债型
5914,1412,2015/6/19,B01,混合->灵活配置型
5915,3837,2016/11/28,C01,债券->纯债型
5916,1228,2015/4/28,B01,混合->灵活配置型
5917,70030,2012/3/22,A0201,纯指数型
5918,270029,2012/3/13,C02,债券->一级债基
5919,270030,2012/3/13,C02,债券->一级债基
5920,161693,2012/2/20,C01,债券->纯债型
5921,320019,2012/2/21,D,货币基金
5922,161613,2012/4/6,A0202,增强指数型
5923,470030,2012/5/9,C04,债券->理财债基
5924,471030,2012/5/9,C04,债券->理财债基
5925,2186,2015/11/28,B01,混合->灵活配置型
5926,163820,2012/3/29,D,货币基金
5927,2368,2016/2/3,B01,混合->灵活配置型
5928,161230,2016/2/3,C03,债券->二级债基
5929,4008,2017/1/16,B01,混合->灵活配置型
5930,4009,2017/1/16,B01,混合->灵活配置型
5931,161823,2016/1/18,C01,债券->纯债型
5932,420108,2012/8/10,C03,债券->二级债基
5933,2936,2017/1/13,D,货币基金
5934,420008,2012/8/10,C03,债券->二级债基
5935,3654,2016/11/8,C01,债券->纯债型
5936,100061,2012/9/4,E,QDII
5937,4034,2017/3/24,C03,债券->二级债基
5938,2937,2017/1/13,D,货币基金
5939,675091,2017/3/10,C01,债券->纯债型
5940,4035,2017/3/24,C03,债券->二级债基
5941,162108,2015/5/4,C01,债券->纯债型
5942,3271,2016/9/9,B03,混合->保守配置型
5943,4460,2017/9/26,B03,混合->保守配置型
5944,4902,2017/9/5,C03,债券->二级债基
5945,1366,2015/6/16,B01,混合->灵活配置型
5946,2027,2015/12/2,B01,混合->灵活配置型
5947,4333,2017/2/14,C01,债券->纯债型
5948,1120,2015/4/15,B01,混合->灵活配置型
5949,2237,2015/12/3,B01,混合->灵活配置型
5950,3272,2016/9/9,B03,混合->保守配置型
5951,3271,2016/9/9,B03,混合->保守配置型
5952,2782,2016/5/25,C03,债券->二级债基
5953,70027,2011/12/8,B02,混合->积极配置型
5954,3776,2016/12/6,C01,债券->纯债型
5955,162907,2012/9/7,A0201,纯指数型
5956,166301,2012/9/6,B01,混合->灵活配置型
5957,202011,2008/6/18,B02,混合->积极配置型
5958,202015,2009/3/25,A0201,纯指数型
5959,380002,2012/9/24,C04,债券->理财债基
5960,380001,2012/9/24,C04,债券->理财债基
5961,161619,2012/11/6,C01,债券->纯债型
5962,161618,2012/11/6,C01,债券->纯债型
5963,160620,2012/9/27,A0201,纯指数型
5964,530014,2012/8/28,C04,债券->理财债基
5965,531014,2012/8/28,C04,债券->理财债基
5966,22,2013/5/3,C01,债券->纯债型
5967,3565,2016/11/10,C01,债券->纯债型
5968,695,2014/6/26,B03,混合->保守配置型
5969,163115,2014/7/24,A0201,纯指数型
5970,671,2014/6/18,C04,债券->理财债基
5971,670,2014/6/18,C04,债券->理财债基
5972,3381,2016/10/25,C01,债券->纯债型
5973,634,2014/4/30,B01,混合->灵活配置型
5974,519738,2014/5/22,B01,混合->灵活配置型
5975,510,2014/6/24,C03,债券->二级债基
5976,160522,2016/8/19,B01,混合->灵活配置型
5977,625,2014/4/28,D,货币基金
5978,597,2014/5/26,B01,混合->灵活配置型
5979,501303,2017/9/21,A0201,纯指数型
5980,2805,2016/8/1,C01,债券->纯债型
5981,20027,2012/7/31,C03,债券->二级债基
5982,20028,2012/7/31,C03,债券->二级债基
5983,3035,2016/8/19,B01,混合->灵活配置型
5984,3036,2016/8/19,B01,混合->灵活配置型
5985,5232,2017/12/7,B01,混合->灵活配置型
5986,370,2013/12/10,E,QDII
5987,270043,2012/7/19,C01,债券->纯债型
5988,40035,2012/8/16,B02,混合->积极配置型
5989,100060,2012/6/27,B02,混合->积极配置型
5990,2806,2016/8/1,C01,债券->纯债型
5991,169,2013/6/14,C03,债券->二级债基
5992,630010,2011/5/31,B02,混合->积极配置型
5993,1106,2015/3/17,B01,混合->灵活配置型
5994,464,2013/12/18,D,货币基金
5995,431,2014/1/28,B01,混合->灵活配置型
5996,427,2014/1/28,C01,债券->纯债型
5997,426,2014/1/28,C01,债券->纯债型
5998,170,2013/6/14,C03,债券->二级债基
5999,161723,2015/5/20,A0201,纯指数型
6000,531,2014/3/19,B01,混合->灵活配置型
6001,536,2014/3/25,C03,债券->二级债基
6002,559,2014/3/25,D,货币基金
6003,128112,2010/9/8,C03,债券->二级债基
6004,320012,2010/9/15,B02,混合->积极配置型
6005,968007,2016/2/29,E,QDII
6006,164908,2015/8/13,A0201,纯指数型
6007,3634,2016/12/7,A0101,积极股票型
6008,519025,2009/4/30,B02,混合->积极配置型
6009,519786,2016/11/23,C01,债券->纯债型
6010,690001,2009/3/27,B01,混合->灵活配置型
6011,162211,2009/4/9,B01,混合->灵活配置型
6012,610003,2009/4/8,C02,债券->一级债基
6013,610103,2009/4/8,C02,债券->一级债基
6014,519670,2009/4/24,B02,混合->积极配置型
6015,720002,2012/7/13,C03,债券->二级债基
6017,161715,2012/6/28,A0201,纯指数型
6018,180031,2012/6/20,B02,混合->积极配置型
6019,460300,2012/5/29,A0201,纯指数型
6020,393001,2012/6/20,B01,混合->灵活配置型
6021,4495,2017/5/4,B03,混合->保守配置型
6022,4677,2017/8/9,B01,混合->灵活配置型
6023,40030,2012/5/23,C04,债券->理财债基
6024,40031,2012/5/23,C04,债券->理财债基
6025,4416,2017/9/15,A0201,纯指数型
6026,560,2014/3/25,D,货币基金
6027,550,2014/3/19,B02,混合->积极配置型
6028,526,2014/3/4,B01,混合->灵活配置型
6029,164705,2014/3/6,E,QDII
6030,586,2014/4/30,A0101,积极股票型
6031,571,2014/5/4,B03,混合->保守配置型
6032,519165,2014/4/23,B01,混合->灵活配置型
6033,592,2014/5/14,A0101,积极股票型
6034,357,2013/11/19,C02,债券->一级债基
6035,358,2013/11/19,C02,债券->一级债基
6036,4560,2017/8/10,B01,混合->灵活配置型
6037,161014,2013/9/9,C02,债券->一级债基
6038,675093,2017/3/10,C01,债券->纯债型
6039,519627,2016/12/27,B01,混合->灵活配置型
6040,163003,2016/6/24,C03,债券->二级债基
6041,519628,2016/12/27,B01,混合->灵活配置型
6042,3078,2016/12/26,C01,债券->纯债型
6043,4172,2017/1/25,B03,混合->保守配置型
6044,161727,2016/6/3,B01,混合->灵活配置型
6045,3758,2017/7/26,B01,混合->灵活配置型
6046,660008,2011/4/12,A0201,纯指数型
6047,3759,2017/7/26,B01,混合->灵活配置型
6048,168106,2016/12/19,B01,混合->灵活配置型
6049,4266,2017/4/26,B01,混合->灵活配置型
6050,519192,2013/11/27,C01,债券->纯债型
6051,380,2013/11/26,D,货币基金
6052,168108,2017/3/24,B01,混合->灵活配置型
6053,162511,2015/6/5,C02,债券->一级债基
6054,501001,2015/7/1,B01,混合->灵活配置型
6055,4189,2017/3/15,B01,混合->灵活配置型
6056,381,2013/11/26,D,货币基金
6057,377,2013/12/11,C03,债券->二级债基
6058,4219,2017/4/27,B03,混合->保守配置型
6059,3550,2017/2/9,B01,混合->灵活配置型
6060,360011,2009/10/28,B01,混合->灵活配置型
6061,257050,2009/8/26,B02,混合->积极配置型
6062,3117,2016/8/19,B01,混合->灵活配置型
6063,281,2013/9/13,C01,债券->纯债型
6064,3118,2016/8/19,B01,混合->灵活配置型
6065,3105,2016/8/19,B01,混合->灵活配置型
6066,3106,2016/8/19,B01,混合->灵活配置型
6067,159937,2014/8/13,J01,商品ETF
6068,735,2014/8/25,D,货币基金
6069,3146,2016/8/9,C01,债券->纯债型
6070,880,2014/12/12,B01,混合->灵活配置型
6071,3026,2016/8/19,B01,混合->灵活配置型
6072,3027,2016/8/19,B01,混合->灵活配置型
6073,163415,2012/12/18,B02,混合->积极配置型
6074,150140,2013/7/26,A0201,纯指数型
6075,40042,2012/12/26,C04,债券->理财债基
6076,3034,2016/9/23,D,货币基金
6077,879,2014/12/17,B01,混合->灵活配置型
6078,40043,2012/12/26,C04,债券->理财债基
6079,3274,2016/10/10,C01,债券->纯债型
6080,3273,2016/10/10,C01,债券->纯债型
6081,4119,2017/6/9,B01,混合->灵活配置型
6082,150141,2013/7/26,A0201,纯指数型
6083,519943,2016/7/21,C01,债券->纯债型
6084,511810,2014/12/5,D,货币基金
6085,160630,2014/11/13,A0201,纯指数型
6086,519188,2012/9/21,C01,债券->纯债型
6087,519189,2012/9/21,C01,债券->纯债型
6088,730002,2012/11/20,B02,混合->积极配置型
6089,730003,2012/12/26,D,货币基金
6090,3285,2016/9/2,C01,债券->纯债型
6091,2942,2016/7/26,B01,混合->灵活配置型
6092,2941,2016/7/26,B01,混合->灵活配置型
6093,512300,2014/10/30,A0201,纯指数型
6094,769,2014/10/28,C01,债券->纯债型
6095,823,2014/11/13,B01,混合->灵活配置型
6096,519032,2011/4/27,A0201,纯指数型
6097,206008,2011/4/25,C03,债券->二级债基
6098,90013,2011/4/20,B02,混合->积极配置型
6099,162105,2015/3/9,C03,债券->二级债基
6100,270024,2011/3/15,B04,混合->保本型
6101,320014,2011/4/7,A0201,纯指数型
6102,395011,2011/3/23,C03,债券->二级债基
6103,395012,2011/3/23,C03,债券->二级债基
6104,161908,2014/6/3,C02,债券->一级债基
6105,100053,2011/1/30,A0201,纯指数型
6106,164208,2014/11/24,C02,债券->一级债基
6107,270027,2011/6/28,E,QDII
6108,261002,2012/3/15,C03,债券->二级债基
6109,378546,2012/3/26,E,QDII
6110,162216,2011/12/1,A0201,纯指数型
6111,70025,2011/9/14,C02,债券->一级债基
6112,70026,2011/9/14,C02,债券->一级债基
6113,700001,2011/9/20,B02,混合->积极配置型
6114,590007,2011/11/22,A0202,增强指数型
6115,519033,2011/11/16,B02,混合->积极配置型
6116,290011,2011/10/26,B02,混合->积极配置型
6117,20025,2012/3/15,A0201,纯指数型
6118,70028,2011/12/28,D,货币基金
6119,519787,2016/11/23,C01,债券->纯债型
6120,2167,2015/11/26,B01,混合->灵活配置型
6121,501010,2016/12/22,A0201,纯指数型
6122,163302,2005/9/27,B01,混合->灵活配置型
6123,2839,2016/8/9,B01,混合->灵活配置型
6124,501012,2016/12/29,A0201,纯指数型
6125,2699,2016/9/2,B01,混合->灵活配置型
6126,2700,2016/9/2,B01,混合->灵活配置型
6128,1421,2015/6/29,A0101,积极股票型
6129,3832,2016/12/1,C01,债券->纯债型
6130,150080,2012/6/4,C02,债券->一级债基
6131,5327,2017/12/26,C01,债券->纯债型
6132,2957,2016/7/27,D,货币基金
6133,3190,2016/8/22,B01,混合->灵活配置型
6134,511760,2016/11/28,D,货币基金
6135,4046,2017/2/16,B01,混合->灵活配置型
6136,3073,2016/8/30,C01,债券->纯债型
6137,4047,2017/2/16,B01,混合->灵活配置型
6138,4414,2017/3/10,D,货币基金
6139,3660,2016/11/11,C01,债券->纯债型
6140,3507,2016/11/28,D,货币基金
6141,4196,2017/5/24,C01,债券->纯债型
6142,3912,2017/3/15,B01,混合->灵活配置型
6143,1894,2015/11/4,D,货币基金
6144,673071,2016/11/17,B01,混合->灵活配置型
6145,378,2013/12/11,C03,债券->二级债基
6146,435,2013/12/10,C03,债券->二级债基
6147,394,2013/12/31,C01,债券->纯债型
6148,311,2013/10/29,A0202,增强指数型
6149,271,2013/11/5,C01,债券->纯债型
6150,272,2013/11/5,C01,债券->纯债型
6151,284,2013/10/25,C01,债券->纯债型
6152,285,2013/10/25,C01,债券->纯债型
6153,1349,2015/5/20,B02,混合->积极配置型
6154,263,2013/11/11,B02,混合->积极配置型
6156,3626,2016/12/7,B01,混合->灵活配置型
6157,2516,2016/8/25,B01,混合->灵活配置型
6158,2575,2016/8/25,B01,混合->灵活配置型
6159,100055,2011/7/13,E,QDII
6160,5471,2017/12/14,C04,债券->理财债基
6161,110028,2011/6/21,C03,债券->二级债基
6162,3298,2016/12/29,A0101,积极股票型
6163,110027,2011/6/21,C03,债券->二级债基
6164,3299,2016/12/29,A0101,积极股票型
6165,161016,2011/5/23,C02,债券->一级债基
6166,2369,2016/2/3,B01,混合->灵活配置型
6167,3772,2016/11/30,B03,混合->保守配置型
6168,740001,2012/3/9,B02,混合->积极配置型
6169,3773,2016/11/30,B03,混合->保守配置型
6170,3548,2017/2/9,A0201,纯指数型
6171,205,2013/9/10,C01,债券->纯债型
6172,206,2013/9/10,C01,债券->纯债型
6173,3554,2017/2/9,B01,混合->灵活配置型
6174,211,2013/9/5,D,货币基金
6175,210,2013/9/5,D,货币基金
6176,303,2013/9/24,C01,债券->纯债型
6177,304,2013/9/24,C01,债券->纯债型
6178,139,2013/9/25,C01,债券->纯债型
6179,141,2013/9/25,C01,债券->纯债型
6180,519732,2013/9/4,B02,混合->积极配置型
6181,160219,2013/8/29,A0201,纯指数型
6182,470058,2011/6/17,C03,债券->二级债基
6183,470059,2011/6/17,C03,债券->二级债基
6184,3030,2016/8/9,B01,混合->灵活配置型
6185,320017,2011/9/23,E,QDII
6186,262001,2011/9/22,E,QDII
6187,270028,2011/9/20,B02,混合->积极配置型
6188,150159,2013/11/28,C01,债券->纯债型
6189,150119,2013/1/31,C01,债券->纯债型
6190,110026,2011/9/20,A0201,纯指数型
6191,3031,2016/8/9,B01,混合->灵活配置型
6192,2807,2016/7/21,C01,债券->纯债型
6193,3028,2016/7/28,B01,混合->灵活配置型
6194,519977,2012/3/30,C03,债券->二级债基
6195,470007,2009/7/1,A0201,纯指数型
